cif_id,cluster_id
R005942193,1
R005942194,1
R005942195,1
R005942196,0
R005942197,1
R005942198,1
R005942199,1
R005942200,1
R005942201,1
R005942202,1
R005942203,1
R005942204,1
R005942207,1
R005942209,1
R005942210,1
R005942211,0
R005942216,1
R005942217,1
R005942220,1
R005942221,1
R005942223,1
R005942224,1
R005942225,1
R005942226,1
R005942227,1
R005942228,1
R005942231,1
R005942232,1
R005942233,1
R005942234,1
R005942235,1
R005942236,1
R005942237,1
R005942238,1
R005942239,1
R005942240,1
R005942241,1
R005942242,1
R005942243,1
R005942244,1
R005942245,1
R005942246,1
R005942246,1
R005942246,1
R005942247,1
R005942248,1
R005942249,1
R005942250,1
R005942251,1
R005942252,1
R005942260,1
R005942261,1
R005942262,1
R005942263,1
R005942264,1
R005942265,1
R005942267,1
R005942267,1
R005942268,1
R005942269,1
R005942270,1
R005942271,1
R005942273,1
R005942274,1
R005942275,1
R005942276,1
R005942277,1
R005942282,1
R005942283,1
R005942284,1
R005942286,1
R005942287,0
R005942288,1
R005942289,1
R005942290,1
R005942291,1
R005942292,1
R005942293,1
R005942294,1
R005942295,1
R005942296,1
R005942297,1
R005942298,1
R005942299,2
R005942300,1
R005942301,1
R005942302,1
R005942303,1
R005942304,1
R005942305,1
R005942308,1
R005942313,1
R005942315,1
R005942316,1
R005942316,1
R005942317,1
R005942318,1
R005942319,1
R005942320,1
R005942321,1
R005942323,1
R005942324,1
R005942325,1
R005942326,1
R005942327,1
R005942328,1
R005942330,1
R005942331,1
R005942333,1
R005942334,1
R005942335,1
R005942336,1
R005942337,1
R005942339,1
R005942340,1
R005942341,1
R005942341,1
R005942341,1
R005942342,1
R005942343,1
R005942345,1
R005942346,1
R005942347,1
R005942348,1
R005942349,1
R005942350,1
R005942351,1
R005942351,1
R005942352,1
R005942353,1
R005942354,1
R005942355,1
R005942356,1
R005942357,1
R005942358,1
R005942359,1
R005942360,0
R005942361,1
R005942364,1
R005942365,1
R005942366,1
R005942367,1
R005942368,1
R005942369,1
R005942370,1
R005942371,1
R005942372,1
R005942373,0
R005942374,1
R005942375,1
R005942376,1
R005942377,1
R005942378,1
R005942380,1
R005942381,1
R005942382,1
R005942383,1
R005942384,1
R005942385,1
R005942386,1
R005942387,1
R005942388,1
R005942388,1
R005942388,1
R005942389,1
R005942392,1
R005942393,1
R005942394,1
R005942395,1
R005942396,1
R005942400,1
R005942401,1
R005942402,1
R005942403,1
R005942404,1
R005942405,1
R005942407,1
R005942408,1
R005942409,1
R005942410,0
R005942413,1
R005942414,1
R005942416,1
R005942417,1
R005942420,1
R005942422,1
R005942425,1
R005942428,1
R005942429,1
R005942430,1
R005942431,1
R005942432,1
R005942433,1
R005942434,1
R005942434,1
R005942437,1
R005942438,1
R005942439,1
R005942440,1
R005942441,1
R005942442,1
R005942444,1
R005942445,1
R005942446,1
R005942447,1
R005942448,1
R005942449,1
R005942450,1
R005942451,1
R005942452,1
R005942453,2
R005942454,1
R005942455,1
R005942456,1
R005942458,1
R005942459,1
R005942460,1
R005942461,1
R005942462,1
R005942463,1
R005942464,1
R005942465,1
R005942466,1
R005942467,1
R005942469,1
R005942470,1
R005942471,1
R005942475,1
R005942477,1
R005942478,1
R005942479,0
R005942482,1
R005942483,1
R005942484,1
R005942485,1
R005942488,1
R005942489,1
R005942490,1
R005942491,1
R005942492,1
R005942493,1
R005942494,1
R005942495,1
R005942504,1
R005942506,0
R005942507,1
R005942508,1
R005942509,1
R005942510,1
R005942511,0
R005942512,1
R005942513,1
R005942514,1
R005942515,1
R005942516,1
R005942517,1
R005942518,1
R005942519,1
R005942520,1
R005942521,1
R005942522,1
R005942523,1
R005942524,1
R005942525,1
R005942526,1
R005942527,1
R005942529,1
R005942534,1
R005942535,1
R005942536,1
R005942538,1
R005942562,1
R005942574,1
R005942576,1
R005942578,1
R005942578,1
R005942582,1
R005942583,1
R005942584,1
R005942585,1
R005942588,1
R005942589,1
R005942590,1
R005942591,1
R005942592,1
R005942593,1
R005942594,1
R005942595,1
R005942596,1
R005942597,1
R005942598,1
R005942599,1
R005942600,1
R005942601,1
R005942602,1
R005942603,1
R005942607,1
R005942608,2
R005942608,2
R005942609,1
R005942610,1
R005942611,1
R005942612,1
R005942613,2
