cif_id,cluster_id
R004861834,1
R004861863,1
R004861870,1
R004861875,1
R004861906,1
R004861906,1
R004861925,1
R004861934,1
R004861950,1
R004861979,1
R004862018,1
R004862029,1
R004862048,1
R004862074,1
R004862074,1
R004862106,1
R004862120,1
R004862120,1
R004862124,1
R004862147,1
R004862170,1
R004862211,1
R004862253,1
R004862257,1
R004862260,1
R004862264,1
R004862287,1
R004862298,1
R004862334,0
R004862342,1
R004862377,1
R004862392,1
R004862410,1
R004862450,1
R004862451,1
R004862458,1
R004862458,1
R004862472,1
R004862472,1
R004862502,1
R004862541,1
R004862555,1
R004862615,1
R004862619,2
R004862634,1
R004862634,1
R004862647,1
R004862647,1
R004862654,1
R004862654,1
R004862672,1
R004862710,1
R004862733,0
R004862747,1
R004862750,1
R004862764,1
R004862776,1
R004862808,1
R004862852,1
R004862852,1
R004862880,1
R004862906,1
R004862953,1
R004862973,1
R004863023,1
R004863034,1
R004863037,1
R004863058,1
R004863124,1
R004863135,1
R004863151,1
R004863178,1
R004863213,1
R004863245,1
R004863252,1
R004863382,1
R004863464,1
R004863494,1
R004863494,1
R004863530,1
R004863566,1
R004863592,1
R004863624,2
R004863635,1
R004863641,1
R004863655,1
R004863677,1
R004863704,1
R004863717,1
R004863767,1
R004863893,1
R004863938,1
R004863946,1
R004863965,2
R004864023,1
R004864070,1
R004864154,1
R004864154,1
R004864160,1
R004864164,1
R004864201,1
R004864205,1
R004864221,1
R004864228,1
R004864235,1
R004864240,1
R004864254,1
R004864257,1
R004864257,1
R004864275,1
R004864367,1
R004864368,1
R004864391,1
R004864407,1
R004864438,1
R004864496,1
R004864501,1
R004864534,1
R004864548,0
R004864548,0
R004864561,1
R004864575,1
R004864593,1
R004864593,1
R004864593,1
R004864645,1
R004864658,1
R004864661,1
R004864709,1
R004864724,1
R004864732,1
R004864732,1
R004864752,1
R004864784,1
R004864799,1
R004864817,2
R004864823,1
R004864829,1
R004864854,1
R004864870,1
R004864932,1
R004864932,1
R004864932,1
R004864941,1
R004864984,1
R004865002,1
R004865002,1
R004865049,1
R004865059,1
R004865081,1
R004865091,1
R004865123,1
R004865139,1
R004865156,1
R004865160,1
R004865174,1
R004865196,1
R004865241,1
R004865264,1
R004865264,1
R004865288,1
R004865309,1
R004865315,1
R004865315,1
R004865417,1
R004865421,1
R004865433,1
R004865433,1
R004865435,2
R004865445,1
R004865482,1
R004865510,1
R004865529,1
R004865562,1
R004865568,1
R004865595,1
R004865600,0
R004865607,1
R004865619,1
R004865623,2
R004865636,1
R004865684,1
R004865694,1
R004865706,1
R004865718,1
R004865723,1
R004865770,1
R004865808,1
R004865820,1
R004865832,1
R004865832,1
R004865832,1
R004865849,1
R004865857,1
R004865858,1
R004865864,1
R004865909,1
R004865928,1
R004865928,1
R004865956,1
R004865967,2
R004865987,1
R004865996,2
R004866038,1
R004866063,1
R004866075,1
R004866095,1
R004866101,1
R004866109,1
R004866226,1
R004866270,1
R004866305,1
R004866332,1
R004866337,1
R004866346,1
R004866356,1
R004866364,2
R004866373,1
R004866436,1
R004866530,1
R004866532,1
R004866532,1
R004866550,1
R004866558,1
R004866591,1
R004866593,0
R004866593,0
R004866678,1
R004866688,1
R004866693,1
R004866695,2
R004866715,1
R004866765,1
R004866775,1
R004866787,1
R004866789,1
R004866837,1
R004866861,1
R004866861,1
R004866880,1
R004866925,1
R004866933,1
R004866933,1
R004866961,1
R004866986,1
R004867001,1
R004867007,1
R004867019,1
R004867026,1
R004867048,1
R004867054,1
R004867080,1
R004867113,1
R004867192,1
R004867206,1
R004867217,1
R004867217,1
R004867223,1
R004867223,1
R004867246,1
R004867246,1
R004867255,1
R004867259,1
R004867259,1
R004867262,1
R004867325,1
R004867340,1
R004867340,1
R004867351,0
R004867366,1
R004867401,1
R004867402,1
R004867447,1
R004867449,1
R004867449,1
R004867480,1
R004867490,1
R004867500,1
R004867509,1
R004867517,1
R004867600,1
R004867603,1
R004867616,1
R004867616,1
R004867641,1
R004867731,2
R004867732,1
R004867765,1
R004867784,1
R004867840,1
R004867876,1
R004867909,1
R004867947,1
R004867953,1
R004867999,1
R004868042,1
R004868044,1
R004868063,1
R004868084,1
R004868092,1
R004868096,1
R004868132,1
R004868219,1
R004868265,1
R004868276,1
R004868282,1
R004868291,1
R004868310,1
R004868335,1
R004868335,1
R004868341,1
R004868341,1
R004868355,1
R004868355,1
R004868372,1
R004868373,1
R004868383,1
R004868461,1
R004868461,1
R004868466,1
R004868512,1
R004868540,1
R004868556,1
R004868557,1
R004868588,2
R004868620,1
R004868620,1
R004868633,1
R004868655,1
R004868657,1
R004868696,2
R004868734,1
R004868748,1
R004868748,1
R004868906,1
R004868909,1
R004868980,1
R004868989,1
R004869035,1
R004869042,1
R004869058,1
R004869097,1
R004869105,1
R004869109,1
R004869153,1
R004869168,1
R004869180,1
R004869288,1
R004869352,1
R004869367,1
R004869408,1
R004869421,1
R004869432,1
R004869459,1
R004869500,1
R004869501,1
R004869514,1
R004869518,1
R004869522,1
R004869536,1
R004869659,1
R004869683,1
R004869756,1
R004869764,1
R004869771,1
R004869791,1
R004869810,1
R004869827,1
R004869830,1
R004869894,2
R004869930,1
R004869970,1
R004869978,1
R004869978,1
R004869985,1
R004870018,1
R004870023,1
R004870023,1
R004870054,1
R004870057,1
R004870057,1
R004870103,1
R004870103,1
R004870111,1
R004870128,1
R004870153,1
R004870153,1
R004870154,1
R004870154,1
R004870156,1
R004870223,1
R004870228,0
R004870247,1
R004870250,2
R004870254,1
R004870259,1
R004870263,1
R004870263,1
R004870268,1
R004870310,2
R004870319,1
R004870319,1
R004870334,1
R004870339,1
R004870352,1
R004870397,1
R004870438,1
R004870502,1
R004870532,1
R004870536,1
R004870542,1
R004870557,1
R004870614,1
R004870614,1
R004870712,1
R004870712,1
R004870714,1
R004870788,2
R004870852,1
R004870864,1
R004870962,1
R004870962,1
R004870967,1
R004870967,1
R004870968,1
R004870968,1
R004870998,1
R004871017,1
R004871063,1
R004871078,1
R004871078,1
R004871078,1
R004871123,1
R004871137,1
R004871171,1
R004871171,1
R004871188,1
R004871188,1
R004871224,1
R004871240,1
R004871253,1
R004871288,1
R004871292,1
R004871297,1
R004871389,1
R004871389,1
R004871439,1
R004871444,1
R004871524,1
R004871533,1
R004871564,1
R004871614,1
R004871617,1
R004871636,1
R004871647,1
R004871665,2
R004871699,1
R004871718,1
R004871762,0
R004871762,0
R004871782,1
R004871843,1
R004871878,1
R004871896,1
R004871902,1
R004871903,2
R004871910,1
R004871966,1
R004872034,0
R004872034,0
R004872034,0
R004872063,1
R004872069,1
R004872070,1
R004872102,1
R004872103,1
R004872193,1
R004872200,1
R004872240,1
R004872241,1
R004872265,1
R004872266,1
R004872320,1
R004872329,1
R004872329,1
R004872336,1
R004872358,2
R004872451,1
R004872460,1
R004872536,1
R004872602,1
R004872603,1
R004872610,1
R004872618,1
R004872618,1
R004872630,1
R004872645,1
R004872645,1
R004872651,1
R004872667,1
R004872685,1
R004872725,1
R004872748,1
R004872791,1
R004872816,1
R004872820,1
R004872831,1
R004872844,1
R004872857,0
R004872859,1
R004872861,1
R004872871,1
R004872885,1
R004872892,1
R004872899,1
R004872899,1
R004872970,1
R004872970,1
R004873000,1
R004873017,0
R004873017,0
R004873070,1
R004873075,1
R004873094,1
R004873109,1
R004873142,1
R004873146,1
R004873161,2
R004873164,1
R004873183,1
R004873183,1
R004873194,1
R004873224,1
R004873240,1
R004873253,1
R004873295,1
R004873304,1
R004873320,1
R004873324,1
R004873346,1
R004873376,1
R004873397,1
R004873498,1
R004873499,1
R004873511,1
R004873560,2
R004873623,1
R004873628,1
R004873643,1
R004873652,1
R004873663,1
R004873697,1
R004873720,0
R004873720,0
R004873740,1
R004873746,1
R004873761,1
R004873769,1
R004873769,1
R004873821,1
R004873836,1
R004873836,1
R004873852,1
R004873876,1
R004873901,1
R004873913,1
R004873964,1
R004873993,2
R004874030,0
R004874119,1
R004874121,1
R004874143,1
R004874144,1
R004874207,2
R004874217,1
R004874217,1
R004874261,1
R004874261,1
R004874275,1
R004874277,1
R004874309,1
R004874316,1
R004874318,1
R004874331,1
R004874339,0
R004874358,1
R004874358,1
R004874405,1
R004874428,1
R004874434,1
R004874488,1
R004874510,1
R004874512,1
R004874533,2
R004874533,2
R004874572,1
R004874592,1
R004874611,1
R004874613,1
R004874627,1
R004874660,1
R004874660,1
R004874726,1
R004874726,1
R004874739,1
R004874741,1
R004874782,1
R004874825,1
R004874841,1
R004874844,1
R004874865,1
R004874873,1
R004874879,1
R004874901,1
R004874966,1
R004875021,1
R004875097,1
R004875149,1
R004875167,1
R004875188,1
R004875247,1
R004875277,1
R004875299,1
R004875348,1
R004875350,1
R004875360,2
R004875365,1
R004875379,1
R004875379,1
R004875424,1
R004875444,1
R004875446,1
R004875461,1
R004875473,1
R004875480,1
R004875493,1
R004875494,1
R004875519,1
R004875519,1
R004875538,1
R004875570,1
R004875596,1
R004875605,1
R004875637,1
R004875694,1
R004875700,2
R004875713,1
R004875742,1
R004875749,1
R004875786,1
R004875807,1
R004875807,1
R004875833,1
R004875857,1
R004876002,1
R004876010,1
R004876034,1
R004876035,1
R004876068,1
R004876083,1
R004876102,1
R004876107,1
R004876107,1
R004876116,1
R004876139,1
R004876142,1
R004876162,1
R004876168,1
R004876192,1
R004876214,2
R004876223,1
R004876223,1
R004876249,1
R004876261,0
R004876311,1
R004876311,1
R004876420,2
R004876421,2
R004876439,0
R004876450,1
R004876581,1
R004876594,1
R004876601,1
R004876601,1
R004876672,1
R004876679,1
R004876706,1
R004876724,1
R004876749,1
R004876752,1
R004876782,1
R004876782,1
R004876797,1
R004876797,1
R004876812,1
R004876828,1
R004876840,1
R004876890,1
R004876937,1
R004876953,1
R004876968,1
R004877011,1
R004877046,1
R004877053,1
R004877070,1
R004877076,1
R004877101,1
R004877103,1
R004877151,1
R004877151,1
R004877159,1
R004877180,1
R004877202,2
R004877202,2
R004877210,1
R004877217,1
R004877337,1
R004877342,1
R004877353,1
R004877353,1
R004877372,1
R004877399,1
R004877419,1
R004877429,1
R004877435,1
R004877498,1
R004877531,1
R004877533,1
R004877533,1
R004877559,1
R004877584,1
R004877600,1
R004877631,1
R004877649,1
R004877651,1
R004877706,1
R004877711,1
R004877739,1
R004877767,1
R004877828,1
R004877832,1
R004877871,2
R004877879,1
R004877916,1
R004877920,1
R004877929,1
R004877977,1
R004877979,2
R004878003,1
R004878008,1
R004878008,1
R004878073,1
R004878081,1
R004878081,1
R004878083,1
R004878112,1
R004878133,1
R004878133,1
R004878167,1
R004878172,1
R004878192,1
R004878192,1
R004878193,1
R004878193,1
R004878219,1
R004878316,1
R004878316,1
R004878338,1
R004878350,1
R004878404,1
R004878423,1
R004878464,1
R004878481,2
