cif_id,cluster_id
R005892353,1
R005892354,1
R005892355,1
R005892356,1
R005892357,1
R005892359,1
R005892359,1
R005892360,0
R005892361,0
R005892362,1
R005892363,1
R005892365,1
R005892366,1
R005892367,1
R005892368,1
R005892369,1
R005892370,1
R005892371,1
R005892372,1
R005892375,1
R005892376,1
R005892379,1
R005892380,1
R005892381,1
R005892384,1
R005892385,1
R005892386,1
R005892387,1
R005892388,1
R005892391,1
R005892392,1
R005892393,1
R005892394,1
R005892395,1
R005892398,1
R005892399,1
R005892400,1
R005892402,1
R005892403,1
R005892404,1
R005892405,1
R005892406,1
R005892407,1
R005892408,1
R005892409,1
R005892410,1
R005892410,1
R005892411,1
R005892412,1
R005892413,1
R005892414,1
R005892415,1
R005892416,0
R005892417,1
R005892418,1
R005892419,2
R005892420,1
R005892421,1
R005892422,1
R005892423,1
R005892424,1
R005892425,1
R005892426,1
R005892426,1
R005892426,1
R005892427,1
R005892428,1
R005892429,1
R005892430,0
R005892432,1
R005892433,1
R005892434,1
R005892435,1
R005892436,1
R005892436,1
R005892439,1
R005892440,1
R005892441,1
R005892442,1
R005892443,1
R005892444,1
R005892445,1
R005892446,1
R005892447,1
R005892448,1
R005892449,1
R005892450,1
R005892450,1
R005892450,1
R005892451,1
R005892452,1
R005892453,1
R005892454,1
R005892455,1
R005892456,1
R005892457,1
R005892458,1
R005892459,1
R005892460,1
R005892461,1
R005892462,1
R005892463,1
R005892464,1
R005892467,1
R005892468,1
R005892469,1
R005892473,1
R005892475,1
R005892476,1
R005892481,1
R005892483,1
R005892487,1
R005892488,1
R005892490,1
R005892491,1
R005892492,1
R005892493,1
R005892496,1
R005892497,1
R005892498,1
R005892500,1
R005892501,1
R005892504,1
R005892505,1
R005892506,1
R005892509,1
R005892510,2
R005892512,1
R005892513,1
R005892514,1
R005892515,1
R005892518,2
R005892518,2
R005892519,1
R005892520,1
R005892521,1
R005892522,1
R005892523,1
R005892524,1
R005892525,1
R005892526,1
R005892527,1
R005892528,1
R005892529,1
R005892530,1
R005892530,1
R005892531,1
R005892532,1
R005892533,1
R005892534,1
R005892535,1
R005892536,2
R005892537,1
R005892538,0
R005892539,1
R005892540,1
R005892541,1
R005892542,1
R005892542,1
R005892543,1
R005892544,1
R005892545,1
R005892545,1
R005892546,1
R005892547,1
R005892548,1
R005892549,1
R005892550,1
R005892551,1
R005892552,1
R005892553,1
R005892555,1
R005892556,1
R005892557,1
R005892559,1
R005892565,1
R005892566,1
R005892567,1
R005892568,1
R005892569,1
R005892570,1
R005892571,1
R005892574,1
R005892575,1
R005892576,1
R005892577,1
R005892578,1
R005892579,0
R005892582,1
R005892583,1
R005892583,1
R005892584,1
R005892586,1
R005892587,1
R005892588,1
R005892589,0
R005892589,0
R005892589,0
R005892590,1
R005892592,1
R005892593,2
R005892595,1
R005892596,1
R005892598,1
R005892600,1
R005892601,1
R005892603,1
R005892604,1
R005892607,1
R005892609,1
R005892611,1
R005892612,1
R005892613,1
R005892614,1
R005892615,1
R005892615,1
R005892616,1
R005892618,1
R005892619,1
R005892620,1
R005892621,1
R005892622,1
R005892623,1
R005892624,1
R005892625,1
R005892626,1
R005892627,1
R005892628,1
R005892630,1
R005892631,1
R005892632,1
R005892633,1
R005892634,1
R005892635,1
R005892636,1
R005892637,1
R005892638,1
R005892639,1
R005892640,1
R005892641,1
R005892642,1
