cif_id,cluster_id
R005834479,1
R005834480,1
R005834481,1
R005834482,1
R005834483,1
R005834484,1
R005834485,1
R005834485,1
R005834486,1
R005834488,1
R005834489,1
R005834490,1
R005834491,1
R005834492,1
R005834493,2
R005834494,1
R005834495,1
R005834497,1
R005834498,1
R005834499,1
R005834500,1
R005834501,1
R005834502,1
R005834505,1
R005834531,1
R005834534,1
R005834558,1
R005834559,1
R005834560,1
R005834561,1
R005834562,1
R005834563,1
R005834564,1
R005834565,1
R005834566,1
R005834567,1
R005834568,1
R005834569,1
R005834569,1
R005834569,1
R005834570,1
R005834571,1
R005834572,1
R005834573,1
R005834574,1
R005834575,1
R005834576,1
R005834577,1
R005834578,1
R005834580,1
R005834581,1
R005834582,1
R005834583,1
R005834584,1
R005834585,1
R005834586,1
R005834587,1
R005834588,1
R005834589,1
R005834590,1
R005834591,1
R005834592,1
R005834593,1
R005834594,1
R005834595,1
R005834596,1
R005834597,0
R005834598,1
R005834599,1
R005834601,1
R005834602,1
R005834603,1
R005834604,1
R005834605,1
R005834605,1
R005834606,1
R005834606,1
R005834607,1
R005834608,1
R005834609,1
R005834609,1
R005834610,1
R005834611,0
R005834612,1
R005834613,1
R005834614,1
R005834615,1
R005834616,1
R005834618,1
R005834619,1
R005834621,1
R005834622,1
R005834623,1
R005834624,1
R005834626,1
R005834631,1
R005834632,1
R005834633,1
R005834636,1
R005834637,1
R005834638,1
R005834639,1
R005834642,1
R005834643,1
R005834644,0
R005834645,1
R005834646,1
R005834647,0
R005834648,2
R005834649,1
R005834650,1
R005834651,1
R005834652,1
R005834653,1
R005834656,1
R005834657,1
R005834658,1
R005834659,1
R005834660,1
R005834662,1
R005834663,1
R005834664,1
R005834665,1
R005834666,1
R005834667,1
R005834670,1
R005834671,1
R005834672,1
R005834673,1
R005834674,1
R005834675,1
R005834676,1
R005834677,1
R005834678,1
R005834679,1
R005834680,1
R005834681,1
R005834683,1
R005834685,1
R005834686,1
R005834687,1
R005834688,1
R005834689,1
R005834690,1
R005834691,1
R005834692,1
R005834692,1
R005834693,1
R005834694,1
R005834695,1
R005834696,1
R005834697,1
R005834698,1
R005834699,1
R005834700,1
R005834701,1
R005834705,1
R005834706,1
R005834707,1
R005834708,1
R005834709,1
R005834710,1
R005834711,1
R005834712,1
R005834715,1
R005834716,1
R005834717,1
R005834718,1
R005834719,1
R005834719,1
R005834719,1
R005834720,1
R005834721,1
R005834722,1
R005834724,1
R005834725,2
R005834726,1
R005834727,1
R005834728,1
R005834729,1
R005834730,1
R005834731,1
R005834732,1
R005834733,1
R005834734,1
R005834735,1
R005834735,1
R005834735,1
R005834736,1
R005834737,1
R005834738,0
R005834739,1
R005834740,1
R005834741,1
R005834743,1
R005834744,1
R005834745,1
R005834746,1
R005834747,1
R005834748,1
R005834749,1
R005834750,1
R005834751,1
R005834752,1
R005834753,1
R005834755,1
R005834756,1
R005834757,1
R005834758,1
R005834759,0
R005834760,1
R005834761,1
R005834762,1
R005834763,1
R005834764,1
R005834765,1
R005834767,1
R005834768,1
R005834769,1
R005834770,1
R005834771,1
R005834772,1
R005834773,1
R005834775,1
R005834776,1
R005834777,1
R005834777,1
R005834777,1
R005834778,1
R005834779,1
R005834780,1
R005834781,1
R005834782,1
R005834785,1
R005834786,1
R005834788,1
R005834789,1
R005834790,1
R005834791,1
R005834792,1
R005834793,1
R005834794,1
R005834795,1
R005834796,1
R005834797,1
R005834798,1
R005834799,1
R005834800,1
R005834803,1
R005834804,1
R005834805,1
R005834806,1
R005834807,1
R005834808,1
R005834809,1
R005834809,1
R005834810,1
R005834811,1
R005834814,1
R005834815,1
R005834816,1
R005834817,1
R005834818,1
R005834819,1
R005834820,1
R005834820,1
R005834821,1
R005834822,1
R005834823,1
R005834823,1
R005834824,1
R005834825,1
R005834826,1
R005834827,1
R005834828,1
R005834829,1
R005834830,1
R005834831,1
R005834832,1
R005834833,1
R005834834,1
R005834835,1
R005834836,1
R005834837,1
R005834838,1
R005834839,1
R005834840,1
R005834841,1
R005834842,1
R005834843,1
R005834844,1
R005834845,1
R005834846,1
R005834847,1
R005834848,1
R005834849,1
R005834850,1
R005834851,1
R005834852,1
R005834853,1
R005834854,1
R005834855,1
R005834856,1
R005834857,1
R005834858,1
R005834859,1
R005834860,1
R005834861,1
R005834862,1
R005834863,1
R005834864,1
R005834866,1
R005834867,1
R005834868,1
R005834869,1
R005834870,1
R005834871,1
R005834872,1
R005834873,1
R005834874,1
R005834875,1
R005834876,1
R005834877,1
R005834878,1
R005834879,1
R005834880,1
R005834881,1
R005834882,1
R005834883,1
R005834884,1
R005834885,1
R005834886,1
R005834887,1
R005834888,1
R005834889,1
R005834890,1
R005834891,1
R005834892,1
R005834893,1
R005834894,1
R005834895,1
R005834896,1
R005834897,1
R005834898,1
R005834899,1
R005834900,1
R005834901,1
R005834904,1
R005834905,1
R005834906,1
R005834907,1
R005834908,1
R005834909,1
R005834910,1
R005834911,1
R005834912,1
R005834913,1
R005834914,1
R005834915,1
R005834916,1
R005834917,1
R005834918,1
R005834919,1
R005834920,1
R005834921,1
R005834922,1
R005834923,1
R005834924,1
R005834925,1
R005834926,1
R005834927,1
R005834928,1
R005834929,1
R005834930,1
R005834931,1
R005834932,1
R005834933,1
R005834934,1
R005834935,1
R005834936,1
R005834937,1
R005834938,1
R005834939,1
R005834940,1
R005834941,1
R005834942,1
R005834943,1
R005834944,1
R005834945,1
R005834946,1
R005834947,1
R005834948,1
R005834949,1
R005834950,1
R005834951,1
R005834952,1
R005834953,1
R005834954,1
R005834955,1
R005834956,1
R005834957,1
R005834958,1
R005834959,1
R005834960,1
R005834961,1
R005834962,1
R005834963,1
R005834964,1
R005834965,1
R005834966,1
R005834967,1
R005834968,1
R005834969,1
R005834970,1
R005834971,1
R005834972,1
R005834973,1
R005834974,1
R005834975,1
R005834976,1
R005834977,1
R005834978,1
R005834979,1
R005834980,1
R005834981,1
R005834982,1
R005834983,1
R005834984,1
R005834986,1
R005834987,2
R005834988,1
R005834989,0
R005834990,0
R005834990,0
R005834991,1
R005834992,1
R005834993,1
R005834995,1
R005834996,1
R005834996,1
R005834996,1
R005834997,1
R005834998,1
R005834999,1
R005835000,1
R005835001,1
R005835002,1
R005835003,1
R005835005,1
R005835006,1
R005835007,1
R005835008,1
R005835009,1
R005835010,1
R005835011,1
R005835012,1
R005835013,1
R005835014,1
R005835015,1
R005835016,1
R005835018,1
R005835019,1
R005835020,1
R005835021,1
R005835021,1
R005835022,1
R005835023,1
R005835024,1
R005835025,1
R005835026,1
R005835027,1
R005835027,1
R005835028,1
R005835029,1
R005835030,1
R005835033,1
R005835034,1
R005835035,1
R005835036,1
R005835037,1
R005835038,1
R005835039,1
R005835040,1
R005835043,1
R005835044,1
R005835045,1
R005835046,1
R005835047,1
R005835048,1
R005835049,1
R005835050,1
R005835051,1
R005835052,1
R005835052,1
R005835052,1
R005835053,1
R005835054,1
R005835055,1
R005835056,1
R005835058,1
R005835059,1
R005835060,1
R005835061,1
R005835062,1
R005835063,1
R005835064,1
R005835065,1
R005835066,1
R005835067,1
R005835067,1
R005835068,1
R005835069,1
R005835070,1
R005835071,1
R005835072,1
R005835073,1
R005835074,1
R005835074,1
R005835075,1
R005835076,1
R005835077,1
R005835078,1
R005835079,1
R005835082,1
R005835083,1
R005835084,1
R005835085,1
R005835086,1
R005835087,1
R005835088,1
R005835089,1
R005835090,1
R005835091,1
R005835092,1
R005835093,1
R005835094,0
R005835095,1
R005835097,1
R005835099,1
R005835100,1
R005835101,1
R005835102,1
R005835103,1
R005835103,1
R005835104,1
R005835105,1
R005835106,1
R005835107,1
R005835108,1
R005835109,1
R005835110,1
R005835111,1
R005835112,1
R005835113,1
R005835114,1
R005835115,1
R005835116,1
R005835117,1
R005835118,1
R005835119,1
R005835120,1
R005835121,1
R005835122,1
R005835123,1
R005835124,1
R005835125,1
R005835126,1
R005835128,1
R005835128,1
R005835129,1
R005835130,1
R005835131,1
R005835132,1
R005835133,1
R005835134,1
R005835135,1
R005835135,1
R005835136,1
R005835137,1
R005835138,1
R005835138,1
R005835139,1
R005835140,1
R005835141,1
R005835142,1
R005835143,1
R005835144,1
R005835145,1
R005835146,1
R005835147,1
R005835148,1
R005835149,1
R005835152,1
R005835153,1
R005835154,1
R005835155,1
R005835158,1
R005835159,1
R005835160,1
R005835161,1
R005835162,1
R005835163,1
R005835163,1
R005835164,1
R005835165,1
R005835166,1
R005835167,1
R005835168,1
R005835169,1
R005835170,1
R005835171,1
R005835172,1
R005835172,1
R005835173,1
R005835174,1
R005835175,1
R005835176,1
R005835177,1
R005835177,1
R005835178,1
R005835179,1
R005835180,1
R005835181,1
R005835182,1
R005835183,1
R005835184,1
R005835185,1
R005835188,1
R005835189,1
R005835191,1
R005835192,1
R005835193,1
R005835196,1
R005835197,1
R005835198,1
R005835198,1
R005835199,1
R005835200,1
R005835201,1
R005835201,1
R005835202,1
R005835203,1
R005835204,1
R005835205,1
R005835205,1
R005835206,1
R005835211,1
R005835212,1
R005835213,1
R005835214,1
R005835215,1
R005835216,1
R005835216,1
R005835216,1
R005835217,1
R005835218,1
R005835220,1
R005835221,1
R005835222,1
R005835223,1
R005835224,1
R005835225,1
R005835226,1
R005835230,1
R005835231,1
R005835232,1
R005835233,1
R005835234,1
R005835235,1
R005835236,1
R005835237,1
R005835238,1
R005835239,1
R005835240,1
R005835241,1
R005835242,1
R005835243,1
R005835244,1
R005835245,1
R005835246,1
R005835247,1
R005835248,1
R005835249,1
R005835250,1
R005835251,1
R005835252,1
R005835252,1
R005835253,1
R005835254,1
R005835255,1
R005835256,1
R005835257,1
R005835259,1
R005835260,1
R005835261,1
R005835262,1
R005835263,1
R005835264,1
R005835265,1
R005835266,1
R005835267,1
R005835268,1
R005835269,1
R005835270,1
R005835270,1
R005835271,1
R005835272,1
R005835273,1
R005835274,1
R005835275,1
R005835276,1
R005835277,1
R005835279,1
R005835281,1
R005835282,1
R005835283,0
R005835284,1
R005835285,1
R005835285,1
R005835286,1
R005835288,1
R005835291,1
R005835292,1
R005835293,1
R005835294,1
R005835295,1
R005835296,1
R005835297,1
R005835298,1
R005835301,1
R005835302,1
R005835303,1
R005835304,1
R005835307,0
R005835308,1
R005835309,1
R005835310,1
R005835314,1
R005835315,1
R005835316,0
R005835317,0
R005835318,1
R005835319,1
R005835320,1
R005835321,1
R005835322,1
R005835323,1
R005835324,1
R005835325,1
R005835326,1
R005835327,1
R005835328,1
R005835329,1
R005835330,1
R005835330,1
R005835331,1
R005835334,1
R005835335,1
R005835337,1
R005835341,1
R005835342,1
R005835347,1
R005835348,1
R005835349,1
R005835354,1
R005835354,1
R005835380,1
R005835390,1
R005835391,1
R005835392,1
R005835393,1
R005835394,1
R005835395,1
R005835396,1
R005835397,1
R005835398,1
R005835399,1
R005835403,1
R005835404,1
R005835405,1
R005835406,1
R005835407,1
R005835408,1
R005835410,1
R005835411,1
R005835413,1
R005835414,1
R005835415,1
R005835416,1
